"id","year_filmed","views_as_of_06162017","tags"
"206","2007","13701249","oceans,evolution,fish,exploration,science,animals,technology"
"2060","2013","1768734","politics,democracy,policy"
"2061","2014","1044807","open-source,web,global issues,Internet"
"2062","2014","1244753","books,education,children"
"2063","2014","993048","photography,war,TED Fellows"
"2064","2014","650506","activism,architecture,infrastructure,cities,sustainability,TED Fellows"
"2065","2014","546374","microfinance,Africa,agriculture,global issues"
"2066","2014","1348334","relationships,empathy,mental health,neuroscience,health,psychology,history,science,animals,TED Fellows"
"2067","2014","1212082","humanity,future"
"2068","2014","869899","gender,india,TEDx,activism,media,violence,women"
"2069","2014","1219456","universe,space,astronomy,technology"
"207","2007","576914","museums,culture,design,art"
"2070","2014","3151931","aging,storytelling"
"2071","2014","1476389","language,comedy,humor"
"2072","2014","2750177","philosophy"
"2073","2014","1166191","social media,media,social change,technology,communication"
"2074","2012","866910","family,TEDx,culture,history,parenting,children,storytelling,identity,society"
"2075","2014","1088564","open-source,engineering,nature,garden,trees,TED Fellows"
"2076","2014","1362957","health,health care"
"2077","2014","1052458","neuroscience,visualizations,brain"
"2078","2014","852563","New York,architecture,cities"
"208","2007","1789251","literature,race,library,education,culture,entertainment,storytelling"
"2088","2010","962073","TEDx,climate change,nature,trees"
"2089","2014","1448784","photography,humor,art,TED Fellows"
"209","2002","593205","MacArthur grant,philanthropy,live music,education,culture,activism,cities,children"
"2090","2014","3591748","statistics,health,global issues"
"2091","2014","1587868","books,children,creativity"
"2092","2014","1570314","architecture,cities,design"
"2093","2014","765408","economics,climate change,global issues,business"
"2094","2014","1267670","future,technology,data"
"2095","2014","1262454","gender,photography,women,global issues,journalism,TED Fellows,Middle East"
"2096","2014","1906882","health,medicine,death"
"2097","2013","737361","public health,health,infrastructure,global issues,TED Fellows,sanitation"
"2098","2014","766699","public health,health care,global issues"
"2099","2013","3332901","gender,men,TEDx,leadership,women,women in business,business"
"21","2006","513939","software,culture,design,entertainment,storytelling,business,communication,community"
"210","2005","666871","photography,culture,entertainment,art"
"2100","2014","894357","music,piano"
"2101","2014","1325855","economics,inequality,global issues"
"2102","2014","3473911","women,life,beauty"
"2103","2014","3611085","sleep,memory,cognitive science,mental health,mind,neuroscience,health,medical research,brain,history,science"
"2104","2014","1203036","open-source,politics,technology,government"
"2105","2014","1263868","finance,economics,business"
"2106","2014","1907790","privacy,intelligence,Internet,government,journalism"
"2107","2014","723789","politics,cities,technology,community"
"2108","2014","1003827","public health,health,children,global issues,sanitation"
"2109","2014","1191802","biotech,cancer,health,technology"
"211","2002","320165","philanthropy,philosophy,culture,global issues,technology,business,community"
"2110","2014","1080112","poverty,education,war,global issues"
"2111","2014","1100975","love,photography,health,medicine,religion,TED Fellows"
"2112","2014","1189344","data"
"2113","2014","1226034","Africa,education,leadership,entrepreneur,TED Fellows"
"2114","2014","1205339","money,global issues,TED Fellows"
"2115","2014","1416475","innovation,science,humor,technology"
"2116","2014","1203368","submarine,oceans,exploration,biodiversity,adventure"
"2117","2014","1424082","photography,animals,nature"
"2118","2014","960969","law,crime,women,global issues"
"2119","2014","1214843","robots,drones,photography,technology,TED Fellows"
"212","2007","428157","cars,transportation,cities,technology,business"
"2120","2014","948992","cancer,health care,identity"
"2121","2014","1348542","activism,politics,technology"
"2122","2014","2194192","relationships,work,creativity,business,communication"
"2124","2014","1127450","narcotics,Brazil,guns,violence,policy,global issues"
"2126","2014","749715","advertising,war,creativity"
"2127","2014","941905","biology,science,nature,biodiversity,plants"
"2128","2014","1585802","architecture,infrastructure,cities,design"
"2129","2014","1635398","cities,art,community"
"213","2007","588182","Latin America,Brazil,transportation,culture,infrastructure,cities,sustainability,green,design,humor"
"2130","2014","1548915","narcotics,crime,policy,global issues"
"2131","2014","1004732","jazz,travel,live music,film,music,creativity"
"2132","2014","940255","pharmaceuticals,economics,health,medicine,medical research,global issues"
"2133","2014","1659781","morality,health care,medicine,business"
"2134","2014","1122611","statistics,economics,policy,global issues"
"2135","2013","2070930","productivity,work,business,communication"
"2136","2014","2158163","Autism spectrum disorder,youth,mind,disability,activism"
"2137","2014","993094","philanthropy,disease,family,health,TEDx"
"2138","2014","1655073","molecular biology,biotech,invention,health care,medicine,biology,innovation,war,science,technology,TED Fellows"
"2139","2014","899285","youth,war,violence,infrastructure,cities,global issues"
"214","2007","1330903","bees,evolution,culture,food,science,animals,garden,ecology,plants,global issues,business"
"2140","2014","3079491","mind,health,psychology,decision-making,TEDx"
"2141","2014","1438240","world cultures,medicine"
"2142","2014","1099560","online video,film,activism,social change,global issues"
"2143","2014","1038447","extreme sports,personal growth,potential,exploration,adventure"
"2144","2014","1537916","productivity,work,global issues,business"
"2145","2014","1449782","mental health,medicine,evolution,biology,animals"
"2146","2014","688489","photography,war,TED Fellows"
"2147","2014","806103","dance,music,performance"
"2148","2014","2026263","television,film,TEDx,entertainment,storytelling"
"2149","2014","1807569","privacy,data,TED Fellows"
"215","2002","689140","MacArthur grant,books,ancient world,culture,cities,design,humor,communication,art"
"2150","2014","1299023","social media,visualizations,culture,cities"
"2151","2014","1519730","race,TEDx,social change,inequality,society"
"2152","2014","1141921","feminism,education,activism,violence,women,Middle East"
"2153","2014","4230548","love,TED Books,statistics,math,TEDx"
"2154","2014","1270156","online video,web,social media,activism,media,politics,journalism"
"2155","2014","2111762","computers,health,intelligence,AI,algorithm,machine learning,technology"
"2156","2014","6068082","education,psychology,intelligence,brain,TEDx,personal growth,business"
"2157","2014","959456","street art,Brazil,social change,art,TED Fellows"
"2158","2014","1494532","TEDYouth,language,creativity,communication"
"2159","2014","1923658","sound,online video,photography,film,demo,sight,TEDx,technology"
"216","2005","907192","wikipedia,culture,humanity,global issues,business,collaboration,communication,community"
"2160","2014","1244069","oceans,biology,nature,TED Fellows"
"2161","2014","1276514","travel,culture,activism,war,violence,peace,TED Fellows,Middle East"
"2162","2014","2042033","happiness,map,cities,design,technology"
"2163","2014","678232","poetry,crime,education,TEDx,prison,language,creativity"
"2164","2014","705657","forensics,anthropology,TEDYouth,war,global issues"
"2165","2014","963554","exploration,climate change,environment"
"2166","2014","871380","conservation,politics,social change,science,climate change,environment,sustainability,green,trees,ecology,plants"
"2167","2014","1578508","innovation,entrepreneur,business"
"2168","2014","1780240","compassion,communication"
"2169","2014","1344466","film,creativity,writing,TED Fellows"
"217","2005","1059004","spoken word,culture,activism,war,violence,women,global issues,technology"
"2170","2014","1449749","robots,TEDYouth,engineering,technology"
"2171","2014","2620699","LGBT,social change,work,business"
"2172","2014","1289088","neuroscience,brain,communication"
"2173","2014","973238","water,global development,sanitation"
"2174","2014","749375","war,government,peace"
"2175","2014","1064271","Africa,TEDx,culture,women,global issues"
"2176","2014","1105991","sociology,protests,social media,activism,social change,technology,society"
"2177","2014","847312","virus,ebola,disease,public health,health,TEDx"
"2178","2014","2392360","TEDYouth,education,psychology,brain,TEDx,personality"
"2179","2013","2422579","leadership,design,creativity,business,collaboration"
"218","2002","1661707","live music,music,performance,technology"
"2180","2014","1141692","TEDYouth,books,creativity,art"
"2181","2014","1057167","biomimicry,insects,TEDYouth,disease,health,medicine,medical research,biology,science,microbiology,microbes,animals,plants"
"2182","2014","2552649","philosophy,education,work,creativity,business"
"2183","2014","2574876","TED Books,social media,architecture,design"
"2184","2014","1530211","TEDYouth,invention,product design,innovation,aging,design,technology"
"2185","2014","645400","virus,illness,health,health care,medicine"
"2186","2014","1552745","math,TEDx,humor"
"219","2002","538795","museums,visualizations,architecture,cities,design,creativity,collaboration"
"2193","2014","4735511","mental health,health,psychology,self,TEDx"
"2194","2014","2875613","health,health care,brain,children"
"2195","2014","805647","Islam,feminism,photography,education,women,TED Fellows,Middle East"
"2197","2014","1089279","crowdsourcing,NASA,space,psychology,science and art,innovation,food,architecture,science,engineering,future,sustainability,design,technology,collaboration,TED Fellows"
